SK_ID_CURR,TARGET
100001,0.029391057199048096
100005,0.12369090124636807
100013,0.013274691565095269
100028,0.02925000076261179
100038,0.15394179699455393
100042,0.034455321400467774
100057,0.006079088796783961
100065,0.043295695880191734
100066,0.010780362195583655
100067,0.058215763011169
100074,0.08447275499927646
100090,0.0446210841295746
100091,0.20193053059036492
100092,0.09161156703538025
100106,0.07044005644107004
100107,0.1589933484370861
100109,0.031155423332313865
100117,0.021988618949299005
100128,0.04043120982600322
100141,0.021258949761459357
100150,0.028710734360292336
100168,0.01157619044115956
100169,0.03054315978263214
100170,0.10980439805482978
100171,0.07995696087566995
100172,0.11456551234809549
100184,0.06681545299854819
100187,0.07438688450137107
100212,0.06801247291489741
100222,0.09696830755481169
100223,0.016211257870682456
100232,0.014662725464522387
100241,0.1903812210192023
100245,0.022201913008894347
100253,0.014545296867844724
100256,0.05994585349474393
100271,0.013794837108289904
100278,0.38883329649809845
100280,0.010074284835023336
100306,0.25995548640693267
100311,0.13744256333443933
100312,0.0346487048803924
100330,0.11898722535312396
100331,0.0426182618210561
100352,0.1973030946072024
100358,0.07458046876546823
100367,0.020409859384847167
100382,0.09414523325907175
100384,0.08790114591555752
100385,0.06401735971444027
100386,0.03945057993521429
100399,0.023049772631745295
100404,0.05173289854543015
100416,0.018595326133523292
100422,0.05973436712097451
100426,0.07257025229657005
100438,0.028442497408448935
100444,0.12011618261176546
100445,0.21480511370458552
100446,0.054634549393938386
100447,0.016705667842793315
100450,0.07682895808073058
100466,0.013748848555738696
100483,0.02022665640942431
100484,0.022729831788916213
100494,0.08943783804747214
100510,0.1840352315453046
100512,0.011204194940887762
100517,0.021886340225186075
100548,0.026667300538064674
100551,0.034922461035751265
100552,0.0534456077494248
100553,0.028405833964515338
100561,0.1354232321149227
100568,0.3775658042694384
100569,0.01883047096202161
100591,0.07513535054464564
100592,0.019717966250222995
100602,0.0898099271303826
100607,0.06668149329125392
100613,0.09876969743140392
100617,0.09299408579563838
100618,0.06758307038084756
100622,0.07342578318372271
100625,0.13658097545915437
100677,0.07653097660369018
100699,0.024517544950766624
100702,0.31970166525464777
100711,0.04138647000603118
100729,0.15723726578177455
100740,0.2652586156302124
100744,0.2790460688647315
100745,0.03840082068674652
100747,0.15864069609012302
100751,0.359016159840386
100752,0.038423762309613245
100753,0.24428396584668938
100754,0.2382157168830966
100760,0.038851168017059165
100762,0.06422476217876713
100763,0.047971167012589806
100765,0.024887863599777342
100770,0.09243342902962842
100772,0.019996209313341288
100777,0.03865956135741793
100791,0.016254545750969622
100792,0.009326295727539104
100797,0.026704350884659226
100823,0.04234193231011082
100826,0.02509726240232879
100830,0.028516771828013925
100836,0.26212669538983047
100872,0.09054708236091374
100910,0.03078674438482253
100913,0.09544014326169473
100918,0.023706051465079824
100931,0.009212246197185938
100952,0.05221310995936093
100953,0.03837772242430406
100965,0.20027168819023314
100970,0.02928385490885474
100982,0.11663027381511529
100983,0.31215351038043543
100984,0.04195119780692229
100987,0.03343236428766632
100997,0.04958423951358575
100998,0.21698959628339465
101002,0.022032791866619814
101005,0.17617224850640945
101008,0.4515111017537338
101020,0.09484468775009267
101021,0.020942558875404468
101024,0.04391424408649182
101025,0.22338587305793237
101026,0.050182245097978355
101031,0.01471407351286378
101041,0.03433997083169197
101051,0.005281769937060123
101055,0.06488735111330854
101056,0.2377385771146907
101057,0.04018215799747364
101064,0.01788286193721836
101079,0.04898277823722668
101087,0.00911516347816329
101090,0.02096547337765236
101092,0.1271562909683392
101097,0.09030730681210639
101099,0.02140828549377977
101107,0.13974899204954017
101118,0.04007143032266143
101125,0.08260857411593263
101126,0.010562759453629373
101128,0.01347895936865063
101136,0.07676085409442741
101140,0.22312077899725824
101149,0.13236624020306215
101160,0.11183237842751917
101169,0.2007921084717298
101181,0.028248641050227036
101186,0.015824299206596948
101190,0.03884047587704531
101193,0.08028561661988041
101194,0.08753797824905035
101198,0.18028181628900083
101200,0.019304593421669465
101204,0.026040251557986845
101211,0.04808321947816754
101213,0.040457255795905096
101223,0.02855273122715283
101225,0.10404166450169934
101237,0.09632519805624637
101243,0.0606242799846835
101244,0.10755850027739723
101258,0.02910976153667688
101259,0.19811734640817888
101268,0.21826933415696875
101269,0.013597328338439373
101271,0.08271354456255482
101279,0.05602958142171149
101281,0.08953524589087948
101287,0.032015401072875975
101292,0.03724720753203031
101294,0.03234989366347289
101296,0.10316864170203234
101297,0.01699857634098943
101299,0.03359329890175519
101301,0.04172880282171463
101305,0.04731909329450469
101308,0.16186933493042388
101318,0.009513269716369031
101327,0.4270965619681704
101329,0.014717173762724424
101332,0.04264916604457055
101337,0.061395848836674746
101343,0.018485047185267965
101345,0.023825658687419215
101346,0.01592020914683468
101353,0.02392730490063687
101354,0.09392675173615242
101355,0.2095169739996135
101356,0.018300066586529346
101362,0.07301803417151057
101363,0.40392307562692437
101365,0.02383203565945207
101366,0.09808821113028864
101367,0.1752383842743904
101368,0.011536427380874882
101374,0.11520036926000127
101380,0.014134800949872087
101383,0.03140027407842598
101398,0.020382875313197442
101399,0.2755653682586464
101401,0.27443198982049105
101412,0.058177316684562906
101426,0.06236428954443916
101427,0.30309628208441214
101428,0.14522397118061692
101429,0.3091344506885971
101434,0.028292816716511515
101440,0.15933885835255765
101448,0.09008749984733513
101449,0.041493278714861255
101465,0.014949001231218652
101467,0.016316150601738907
101472,0.0685237641872953
101478,0.09241312930469275
101497,0.04714435397089713
101504,0.04558319305551692
101547,0.0236111220986488
101548,0.11357371668957049
101555,0.07183546311193877
101570,0.020703578672889418
101572,0.06944382662217674
101578,0.04644700781846044
101580,0.2103446823770075
101588,0.07243173116847959
101602,0.031186405357195156
101610,0.08710188654564939
101614,0.05084374282611785
101616,0.01283562995977863
101643,0.11632774636575954
